Name,Type,Product,Activity,Database
ACETIC_ACID,Resource,acetic acid,market for acetic acid,"image, remind, message, tiam-ucl"
ACETIC_ACID,Flow,acetic acid,market for acetic acid,"image, remind, message, tiam-ucl"
ACETONE,Resource,"acetone, liquid","market for acetone, liquid","image, remind, message, tiam-ucl"
ACETONE,Flow,"acetone, liquid","market for acetone, liquid","image, remind, message, tiam-ucl"
AFC,Construction,"fuel cell system, 1 kWe, proton exchange membrane (PEM)","fuel cell system assembly, 1 kWe, proton exchange membrane (PEM)","image, remind, message, tiam-ucl"
AFC,Operation,"electricity, from residential heating system","electricity, residential, by conversion of hydrogen using fuel cell, PEM, allocated by exergy, distributed by pipeline, produced by Electrolysis, PEM using electricity from grid","image, remind, message, tiam-ucl"
AL_MAKING,Construction,aluminium casting facility,aluminium casting facility construction,"image, remind, message, tiam-ucl"
AL_MAKING,Operation,"aluminium, primary, ingot","aluminium production, primary, ingot","image, remind, message, tiam-ucl"
AL_MAKING_HR,Construction,aluminium casting facility,aluminium casting facility construction,"image, remind, message, tiam-ucl"
AL_MAKING_HR,Operation,"aluminium, primary, ingot","aluminium production, primary, ingot","image, remind, message, tiam-ucl"
ALKALINE_ELECTROLYSIS,Operation,"hydrogen, gaseous, 20 bar","hydrogen production, gaseous, 20 bar, from AEC electrolysis, from grid electricity","image, remind, message, tiam-ucl"
ALKALINE_ELECTROLYSIS_PLANT,Construction,"electrolyzer, 1MWe, AEC, Balance of Plant","electrolyzer production, 1MWe, AEC, Balance of Plant","image, remind, message, tiam-ucl"
ALKALINE_ELECTROLYSIS_PLANT_DECOM,Construction,"used electrolyzer balance of plant, 1MWe, AEC","treatment of electrolyzer balance of plant, 1MWe, AEC","image, remind, message, tiam-ucl"
ALKALINE_ELECTROLYSIS_STACK,Construction,"electrolyzer, 1MWe, AEC, Stack","electrolyzer production, 1MWe, AEC, Stack","image, remind, message, tiam-ucl"
ALKALINE_ELECTROLYSIS_STACK_DECOM,Construction,"used electrolyzer stack, 1MWe, AEC","treatment of electrolyzer stack, 1MWe, AEC","image, remind, message, tiam-ucl"
ALUMINUM,Flow,"aluminium, primary, ingot","market for aluminium, primary, ingot","image, remind, message, tiam-ucl"
AN_DIG,Operation,biogas,anaerobic digestion of manure,"image, remind, message, tiam-ucl"
AN_DIG,Construction,"anaerobic digestion plant, for biowaste","anaerobic digestion plant construction, for biowaste","image, remind, message, tiam-ucl"
AN_DIG_SI,Operation,biogas,anaerobic digestion of manure,"image, remind, message, tiam-ucl"
AN_DIG_SI_COGEN,Construction,"heat and power co-generation unit, 160kW electrical, common components for heat+electricity","heat and power co-generation unit construction, 160kW electrical, common components for heat+electricity","image, remind, message, tiam-ucl"
AN_DIG_SI_PLANT,Construction,"anaerobic digestion plant, for biowaste","anaerobic digestion plant construction, for biowaste","image, remind, message, tiam-ucl"
ATR,Operation,"hydrogen, gaseous, low pressure","hydrogen production, auto-thermal reforming","image, remind, message, tiam-ucl"
ATR_CCS,Operation,"hydrogen, gaseous, low pressure","hydrogen production, auto-thermal reforming, with CCS","image, remind, message, tiam-ucl"
ATR_CCS_PLANT,Construction,"chemical factory, organics","chemical factory construction, organics","image, remind, message, tiam-ucl"
ATR_CCS_TANK,Construction,"liquid storage tank, chemicals, organics","market for liquid storage tank, chemicals, organics","image, remind, message, tiam-ucl"
ATR_PLANT,Construction,"chemical factory, organics","chemical factory construction, organics","image, remind, message, tiam-ucl"
ATR_TANK,Construction,"liquid storage tank, chemicals, organics","market for liquid storage tank, chemicals, organics","image, remind, message, tiam-ucl"
BATTERY,Construction,"battery, Li-ion, LiMn2O4, rechargeable","market for battery, Li-ion, LiMn2O4, rechargeable","image, remind, message, tiam-ucl"
BENZENE,Resource,benzene,market for benzene,"image, remind, message, tiam-ucl"
BENZENE,Flow,benzene,market for benzene,"image, remind, message, tiam-ucl"
BIO_DIESEL,Resource,"biodiesel, vehicle grade","biodiesel, from used cooking oil, at fuelling station","image, remind, message, tiam-ucl"
BIO_DIESEL,Flow,"biodiesel, vehicle grade","biodiesel, from used cooking oil, at fuelling station","image, remind, message, tiam-ucl"
BIO_ETHANOL,Resource,"ethanol, from corn","ethanol production, via fermentation, from corn, economic allocation","image, remind, message, tiam-ucl"
BIOETHANOL_TO_BIOJETFUELS,Construction,"chemical factory, organics","chemical factory construction, organics","image, remind, message, tiam-ucl"
BIOETHANOL_TO_BIOJETFUELS,Operation,"kerosene, synthetic","kerosene production, from methanol, hydrogen from coal gasification, energy allocation","image, remind, message, tiam-ucl"
BIOGAS_ATR,Operation,"hydrogen, gaseous, low pressure","hydrogen production, auto-thermal reforming, from biomethane","image, remind, message, tiam-ucl"
BIOGAS_ATR_CCS,Operation,"hydrogen, gaseous, low pressure","hydrogen production, auto-thermal reforming, from biomethane, with CCS","image, remind, message, tiam-ucl"
BIOGAS_ATR_CCS_PLANT,Construction,"chemical factory, organics","chemical factory construction, organics","image, remind, message, tiam-ucl"
BIOGAS_ATR_CCS_TANK,Construction,"liquid storage tank, chemicals, organics","market for liquid storage tank, chemicals, organics","image, remind, message, tiam-ucl"
BIOGAS_ATR_PLANT,Construction,"chemical factory, organics","chemical factory construction, organics","image, remind, message, tiam-ucl"
BIOGAS_ATR_TANK,Construction,"liquid storage tank, chemicals, organics","market for liquid storage tank, chemicals, organics","image, remind, message, tiam-ucl"
BIOGAS_BIOMETHANE,Construction,"chemical factory, organics","market for chemical factory, organics","image, remind, message, tiam-ucl"
BIOGAS_BIOMETHANE,Operation,"biomethane, from biogas upgrading, using amine scrubbing","biomethane production, from biogas upgrading, using amine scrubbing","image, remind, message, tiam-ucl"
BIOGAS_SMR,Operation,"hydrogen, gaseous, low pressure","hydrogen production, steam methane reforming, from biomethane","image, remind, message, tiam-ucl"
BIOGAS_SMR_CCS,Operation,"hydrogen, gaseous, low pressure","hydrogen production, steam methane reforming, from biomethane, with CCS","image, remind, message, tiam-ucl"
BIOGAS_SMR_CCS_PLANT,Construction,"chemical factory, organics","chemical factory construction, organics","image, remind, message, tiam-ucl"
BIOGAS_SMR_CCS_TANK,Construction,"liquid storage tank, chemicals, organics","market for liquid storage tank, chemicals, organics","image, remind, message, tiam-ucl"
BIOGAS_SMR_PLANT,Construction,"chemical factory, organics","chemical factory construction, organics","image, remind, message, tiam-ucl"
BIOGAS_SMR_TANK,Construction,"liquid storage tank, chemicals, organics","market for liquid storage tank, chemicals, organics","image, remind, message, tiam-ucl"
BIOMASS_AGRICULTURE_DEJECTION,Resource,"manure, solid, cattle","market for manure, solid, cattle","image, remind, message, tiam-ucl"
BIOMASS_AGRICULTURE_DEJECTION,Flow,"manure, solid, cattle","market for manure, solid, cattle","image, remind, message, tiam-ucl"
BIOMASS_AGRICULTURE_RESIDUAL,Resource,"waste wood, post-consumer, measured as dry mass","market for waste wood, post-consumer, measured as dry mass","image, remind, message, tiam-ucl"
BIOMASS_AGRICULTURE_RESIDUAL,Flow,"waste wood, post-consumer, measured as dry mass","market for waste wood, post-consumer, measured as dry mass","image, remind, message, tiam-ucl"
BIOMASS_FORESTRY_LEFTOVER1,Resource,"wood chips, green, measured as dry mass","market for wood chips, green, measured as dry mass","image, remind, message, tiam-ucl"
BIOMASS_FORESTRY_LEFTOVER1,Flow,"wood chips, green, measured as dry mass","market for wood chips, green, measured as dry mass","image, remind, message, tiam-ucl"
BIOMASS_FORESTRY_LEFTOVER2,Resource,"wood chips, green, measured as dry mass","market for wood chips, green, measured as dry mass","image, remind, message, tiam-ucl"
BIOMASS_FORESTRY_LEFTOVER2,Flow,"wood chips, green, measured as dry mass","market for wood chips, green, measured as dry mass","image, remind, message, tiam-ucl"
BIOMASS_FORESTRY_RESIDUAL,Resource,forest residue,supply of forest residue,"image, remind, message, tiam-ucl"
BIOMASS_FORESTRY_RESIDUAL,Flow,forest residue,supply of forest residue,"image, remind, message, tiam-ucl"
BIOMASS_FORESTRY_UNEXPLOITED,Resource,"wood chips, green, measured as dry mass","market for wood chips, green, measured as dry mass","image, remind, message, tiam-ucl"
BIOMASS_FORESTRY_UNEXPLOITED,Flow,"wood chips, green, measured as dry mass","market for wood chips, green, measured as dry mass","image, remind, message, tiam-ucl"
BIOMASS_GAS_EF_H2,Operation,"hydrogen, gaseous, 25 bar","hydrogen production, gaseous, 25 bar, from gasification of woody biomass in entrained flow gasifier, at gasification plant","image, remind, message, tiam-ucl"
BIOMASS_GAS_EF_H2_CCS,Operation,"hydrogen, gaseous, 25 bar","hydrogen production, gaseous, 25 bar, from gasification of woody biomass in entrained flow gasifier, with CCS, at gasification plant","image, remind, message, tiam-ucl"
BIOMASS_GAS_EF_H2_CCS_PLANT,Construction,synthetic gas factory,synthetic gas factory construction,"image, remind, message, tiam-ucl"
BIOMASS_GAS_EF_H2_CCS_TANK,Construction,"liquid storage tank, chemicals, organics","market for liquid storage tank, chemicals, organics","image, remind, message, tiam-ucl"
BIOMASS_GAS_EF_H2_PLANT,Construction,synthetic gas factory,synthetic gas factory construction,"image, remind, message, tiam-ucl"
BIOMASS_GAS_EF_H2_TANK,Construction,"liquid storage tank, chemicals, organics","market for liquid storage tank, chemicals, organics","image, remind, message, tiam-ucl"
BIOMASS_GAS_FB_H2,Operation,"hydrogen, gaseous, 25 bar","hydrogen production, gaseous, 25 bar, from gasification of woody biomass in entrained flow gasifier, at gasification plant","image, remind, message, tiam-ucl"
BIOMASS_GAS_FB_H2_CCS,Operation,"hydrogen, gaseous, 25 bar","hydrogen production, gaseous, 25 bar, from gasification of woody biomass in entrained flow gasifier, with CCS, at gasification plant","image, remind, message, tiam-ucl"
BIOMASS_GAS_FB_H2_CCS_PLANT,Construction,synthetic gas factory,synthetic gas factory construction,"image, remind, message, tiam-ucl"
BIOMASS_GAS_FB_H2_CCS_TANK,Construction,"liquid storage tank, chemicals, organics","market for liquid storage tank, chemicals, organics","image, remind, message, tiam-ucl"
BIOMASS_GAS_FB_H2_PLANT,Construction,synthetic gas factory,synthetic gas factory construction,"image, remind, message, tiam-ucl"
BIOMASS_GAS_FB_H2_TANK,Construction,"liquid storage tank, chemicals, organics","market for liquid storage tank, chemicals, organics","image, remind, message, tiam-ucl"
BIOMASS_WASTE_BUILDING,Resource,"waste wood, post-consumer, measured as dry mass","market for waste wood, post-consumer, measured as dry mass","image, remind, message, tiam-ucl"
BIOMASS_WASTE_BUILDING,Flow,"waste wood, post-consumer, measured as dry mass","market for waste wood, post-consumer, measured as dry mass","image, remind, message, tiam-ucl"
BIOMASS_WASTE_MUNICIPAL,Resource,municipal solid waste,market for municipal solid waste,"image, remind, message, tiam-ucl"
BIOMASS_WASTE_MUNICIPAL,Flow,municipal solid waste,market for municipal solid waste,"image, remind, message, tiam-ucl"
BIOMASS_WASTE_ORGANIC,Resource,municipal solid waste,market for municipal solid waste,"image, remind, message, tiam-ucl"
BIOMASS_WASTE_ORGANIC,Flow,municipal solid waste,market for municipal solid waste,"image, remind, message, tiam-ucl"
BIOMASS_WASTE_PAPER,Resource,"waste paper, unsorted","market for waste paper, unsorted","image, remind, message, tiam-ucl"
BIOMASS_WASTE_PAPER,Flow,"waste paper, unsorted","market for waste paper, unsorted","image, remind, message, tiam-ucl"
BIOMASS_WASTE_PAPER_FABRIC,Resource,municipal solid waste,market for municipal solid waste,"image, remind, message, tiam-ucl"
BIOMASS_WASTE_PAPER_FABRIC,Flow,municipal solid waste,market for municipal solid waste,"image, remind, message, tiam-ucl"
BIOMETHANE_TO_BIOMETHANOL,Construction,methanol factory,methanol factory construction,"image, remind, message, tiam-ucl"
BIOMETHANE_TO_BIOMETHANOL,Operation,methanol,"methanol production, from natural gas reforming","image, remind, message, tiam-ucl"
BIOMETHANOL_CARBONYLATION,Construction,"chemical factory, organics","chemical factory construction, organics","image, remind, message, tiam-ucl"
BIOMETHANOL_CARBONYLATION,Operation,acetic acid,"acetic acid production, from high-pressure methanol carbonylation","image, remind, message, tiam-ucl"
BIOMETHANOL_FT,Construction,methanol factory,methanol factory construction,"image, remind, message, tiam-ucl"
BIOMETHANOL_FT,Operation,"methanol, from biomass","methanol production, biomass gasification","image, remind, message, tiam-ucl"
BIOMETHANOL_TO_AROMATICS,Operation,"xylene, mixed","BTX production, from pyrolysis gas, average","image, remind, message, tiam-ucl"
BIOMETHANOL_TO_AROMATICS,Construction,"chemical factory, organics","chemical factory construction, organics","image, remind, message, tiam-ucl"
BIOMETHANOL_TO_OLEFINS,Operation,n-olefins,n-olefins production,"image, remind, message, tiam-ucl"
BIOMETHANOL_TO_OLEFINS,Construction,"chemical factory, organics","chemical factory construction, organics","image, remind, message, tiam-ucl"
BULK_CARRIER_BIO_ELD,Construction,"bulk carrier, for dry goods","bulk carrier production, for dry goods","image, remind, message, tiam-ucl"
BULK_CARRIER_BIO_ELD,Operation,"transport, freight, sea, bulk carrier for dry goods, heavy fuel oil","transport, freight, sea, bulk carrier for dry goods, heavy fuel oil","image, remind, message, tiam-ucl"
BULK_CARRIER_BIOMEOH_ELD,Construction,"bulk carrier, for dry goods","bulk carrier production, for dry goods","image, remind, message, tiam-ucl"
BULK_CARRIER_BIOMEOH_ELD,Operation,"transport, freight, sea, bulk carrier for dry goods, heavy fuel oil","transport, freight, sea, bulk carrier for dry goods, heavy fuel oil","image, remind, message, tiam-ucl"
BULK_CARRIER_ELD,Construction,"bulk carrier, for dry goods","bulk carrier production, for dry goods","image, remind, message, tiam-ucl"
BULK_CARRIER_ELD,Operation,"transport, freight, sea, bulk carrier for dry goods, heavy fuel oil","transport, freight, sea, bulk carrier for dry goods, heavy fuel oil","image, remind, message, tiam-ucl"
BULK_CARRIER_MEOH_ELD,Construction,"bulk carrier, for dry goods","bulk carrier production, for dry goods","image, remind, message, tiam-ucl"
BULK_CARRIER_MEOH_ELD,Operation,"transport, freight, sea, bulk carrier for dry goods, heavy fuel oil","transport, freight, sea, bulk carrier for dry goods, heavy fuel oil","image, remind, message, tiam-ucl"
BUS_BIODIESEL_B100_SD,Operation,"transport, passenger bus, EURO-VI","transport, passenger bus, diesel, 13m double deck urban bus, EURO-VI","image, remind, message, tiam-ucl"
BUS_BIODIESEL_B100_SD,Construction,"Passenger bus, EURO-VI","Passenger bus, diesel, 13m double deck urban bus, EURO-VI","image, remind, message, tiam-ucl"
BUS_BIODIESEL_B20_SD,Operation,"transport, passenger bus, EURO-VI","transport, passenger bus, diesel, 13m double deck urban bus, EURO-VI","image, remind, message, tiam-ucl"
BUS_BIODIESEL_B20_SD,Construction,"Passenger bus, EURO-VI","Passenger bus, diesel, 13m double deck urban bus, EURO-VI","image, remind, message, tiam-ucl"
BUS_CNG_SD,Operation,"transport, passenger bus, EURO-VI","transport, passenger bus, compressed gas, 13m double deck urban bus, EURO-VI","image, remind, message, tiam-ucl"
BUS_CNG_SD,Construction,"Passenger bus, EURO-VI","Passenger bus, compressed gas, 13m double deck urban bus, EURO-VI","image, remind, message, tiam-ucl"
BUS_CSNG_SD,Operation,"transport, passenger bus, EURO-VI","transport, passenger bus, compressed gas, 13m double deck urban bus, EURO-VI","image, remind, message, tiam-ucl"
BUS_CSNG_SD,Construction,"Passenger bus, EURO-VI","Passenger bus, compressed gas, 13m double deck urban bus, EURO-VI","image, remind, message, tiam-ucl"
BUS_DIESEL_SD,Operation,"transport, passenger bus, EURO-VI","transport, passenger bus, diesel, 13m double deck urban bus, EURO-VI","image, remind, message, tiam-ucl"
BUS_DIESEL_SD,Construction,"Passenger bus, EURO-VI","Passenger bus, diesel, 13m double deck urban bus, EURO-VI","image, remind, message, tiam-ucl"
BUS_EV_SD,Construction,passenger bus,"passenger bus, battery electric - overnight charging, 13m double deck urban bus","image, remind, message, tiam-ucl"
BUS_EV_SD,Operation,"transport, passenger bus","transport, passenger bus, battery electric - overnight charging, 13m double deck urban bus","image, remind, message, tiam-ucl"
BUS_FC_H2_SD,Construction,passenger bus,"passenger bus, fuel cell electric, 13m double deck urban bus","image, remind, message, tiam-ucl"
BUS_FC_H2_SD,Operation,"transport, passenger bus","transport, passenger bus, fuel cell electric, 13m double deck urban bus","image, remind, message, tiam-ucl"
BUS_GASOLINE_SD,Operation,"transport, passenger bus, EURO-VI","transport, passenger bus, diesel, 13m double deck urban bus, EURO-VI","image, remind, message, tiam-ucl"
BUS_GASOLINE_SD,Construction,"Passenger bus, EURO-VI","Passenger bus, diesel, 13m double deck urban bus, EURO-VI","image, remind, message, tiam-ucl"
BUS_HY_DIESEL_SD,Operation,"transport, passenger bus, EURO-VI","transport, passenger bus, diesel hybrid, 13m double deck urban bus, EURO-VI","image, remind, message, tiam-ucl"
BUS_HY_DIESEL_SD,Construction,"Passenger bus, EURO-VI","Passenger bus, diesel hybrid, 13m double deck urban bus, EURO-VI","image, remind, message, tiam-ucl"
BUS_PROPANE_SD,Construction,"Passenger bus, EURO-VI","Passenger bus, compressed gas, 13m double deck urban bus, EURO-VI","image, remind, message, tiam-ucl"
BUS_PROPANE_SD,Operation,"transport, passenger bus, EURO-VI","transport, passenger bus, compressed gas, 13m double deck urban bus, EURO-VI","image, remind, message, tiam-ucl"
CAR_BIODIESEL_B100_ELD,Operation,"transport, passenger car, EURO-6ab","transport, passenger car, diesel, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_BIODIESEL_B100_ELD,Construction,"Passenger car, EURO-6ab","Passenger car, diesel, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_BIODIESEL_B100_LD,Operation,"transport, passenger car, EURO-6ab","transport, passenger car, diesel, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_BIODIESEL_B100_LD,Construction,"Passenger car, EURO-6ab","Passenger car, diesel, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_BIODIESEL_B100_MD,Construction,"Passenger car, EURO-6ab","Passenger car, diesel, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_BIODIESEL_B100_MD,Operation,"transport, passenger car, EURO-6ab","transport, passenger car, diesel, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_BIODIESEL_B100_SD,Construction,"Passenger car, EURO-6ab","Passenger car, diesel, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_BIODIESEL_B100_SD,Operation,"transport, passenger car, EURO-6ab","transport, passenger car, diesel, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_BIODIESEL_B20_ELD,Operation,"transport, passenger car, EURO-6ab","transport, passenger car, diesel, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_BIODIESEL_B20_ELD,Construction,"Passenger car, EURO-6ab","Passenger car, diesel, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_BIODIESEL_B20_LD,Operation,"transport, passenger car, EURO-6ab","transport, passenger car, diesel, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_BIODIESEL_B20_LD,Construction,"Passenger car, EURO-6ab","Passenger car, diesel, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_BIODIESEL_B20_MD,Operation,"transport, passenger car, EURO-6ab","transport, passenger car, diesel, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_BIODIESEL_B20_MD,Construction,"Passenger car, EURO-6ab","Passenger car, diesel, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_BIODIESEL_B20_SD,Construction,"Passenger car, EURO-6ab","Passenger car, diesel, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_BIODIESEL_B20_SD,Operation,"transport, passenger car, EURO-6ab","transport, passenger car, diesel, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_BIOETOH_E10_ELD,Operation,"transport, passenger car, EURO-6ab","transport, passenger car, gasoline, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_BIOETOH_E10_ELD,Construction,"Passenger car, EURO-6ab","Passenger car, gasoline, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_BIOETOH_E10_LD,Operation,"transport, passenger car, EURO-6ab","transport, passenger car, gasoline, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_BIOETOH_E10_LD,Construction,"Passenger car, EURO-6ab","Passenger car, gasoline, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_BIOETOH_E10_MD,Operation,"transport, passenger car, EURO-6ab","transport, passenger car, gasoline, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_BIOETOH_E10_MD,Construction,"Passenger car, EURO-6ab","Passenger car, gasoline, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_BIOETOH_E10_SD,Construction,"Passenger car, EURO-6ab","Passenger car, gasoline, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_BIOETOH_E10_SD,Operation,"transport, passenger car, EURO-6ab","transport, passenger car, gasoline, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_BIOETOH_E85_ELD,Operation,"transport, passenger car, EURO-6ab","transport, passenger car, gasoline, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_BIOETOH_E85_ELD,Construction,"Passenger car, EURO-6ab","Passenger car, gasoline, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_BIOETOH_E85_LD,Construction,"Passenger car, EURO-6ab","Passenger car, gasoline, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_BIOETOH_E85_LD,Operation,"transport, passenger car, EURO-6ab","transport, passenger car, gasoline, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_BIOETOH_E85_MD,Operation,"transport, passenger car, EURO-6ab","transport, passenger car, gasoline, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_BIOETOH_E85_MD,Construction,"Passenger car, EURO-6ab","Passenger car, gasoline, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_BIOETOH_E85_SD,Construction,"Passenger car, EURO-6ab","Passenger car, gasoline, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_BIOETOH_E85_SD,Operation,"transport, passenger car, EURO-6ab","transport, passenger car, gasoline, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_BIOMEOH_ELD,Construction,"Passenger car, EURO-6ab","Passenger car, gasoline, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_BIOMEOH_ELD,Operation,"transport, passenger car, EURO-6ab","transport, passenger car, gasoline, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_BIOMEOH_LD,Construction,"Passenger car, EURO-6ab","Passenger car, gasoline, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_BIOMEOH_LD,Operation,"transport, passenger car, EURO-6ab","transport, passenger car, gasoline, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_BIOMEOH_MD,Construction,"Passenger car, EURO-6ab","Passenger car, gasoline, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_BIOMEOH_MD,Operation,"transport, passenger car, EURO-6ab","transport, passenger car, gasoline, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_BIOMEOH_SD,Construction,"Passenger car, EURO-6ab","Passenger car, gasoline, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_BIOMEOH_SD,Operation,"transport, passenger car, EURO-6ab","transport, passenger car, gasoline, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_CNG_ELD,Operation,"transport, passenger car, EURO-6ab","transport, passenger car, compressed gas, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_CNG_ELD,Construction,"Passenger car, EURO-6ab","Passenger car, compressed gas, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_CNG_LD,Operation,"transport, passenger car, EURO-6ab","transport, passenger car, compressed gas, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_CNG_LD,Construction,"Passenger car, EURO-6ab","Passenger car, compressed gas, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_CNG_MD,Operation,"transport, passenger car, EURO-6ab","transport, passenger car, compressed gas, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_CNG_MD,Construction,"Passenger car, EURO-6ab","Passenger car, compressed gas, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_CNG_SD,Construction,"Passenger car, EURO-6ab","Passenger car, compressed gas, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_CNG_SD,Operation,"transport, passenger car, EURO-6ab","transport, passenger car, compressed gas, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_CSNG_ELD,Operation,"transport, passenger car, EURO-6ab","transport, passenger car, compressed gas, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_CSNG_ELD,Construction,"Passenger car, EURO-6ab","Passenger car, compressed gas, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_CSNG_LD,Operation,"transport, passenger car, EURO-6ab","transport, passenger car, compressed gas, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_CSNG_LD,Construction,"Passenger car, EURO-6ab","Passenger car, compressed gas, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_CSNG_MD,Operation,"transport, passenger car, EURO-6ab","transport, passenger car, compressed gas, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_CSNG_MD,Construction,"Passenger car, EURO-6ab","Passenger car, compressed gas, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_CSNG_SD,Construction,"Passenger car, EURO-6ab","Passenger car, compressed gas, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_CSNG_SD,Operation,"transport, passenger car, EURO-6ab","transport, passenger car, compressed gas, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_DIESEL_ELD,Construction,"Passenger car, EURO-6ab","Passenger car, diesel, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_DIESEL_ELD,Operation,"transport, passenger car, EURO-6ab","transport, passenger car, diesel, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_DIESEL_LD,Operation,"transport, passenger car, EURO-6ab","transport, passenger car, diesel, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_DIESEL_LD,Construction,"Passenger car, EURO-6ab","Passenger car, diesel, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_DIESEL_MD,Construction,"Passenger car, EURO-6ab","Passenger car, diesel, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_DIESEL_MD,Operation,"transport, passenger car, EURO-6ab","transport, passenger car, diesel, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_DIESEL_SD,Construction,"Passenger car, EURO-6ab","Passenger car, diesel, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_DIESEL_SD,Operation,"transport, passenger car, EURO-6ab","transport, passenger car, diesel, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_ETOH_E10_ELD,Operation,"transport, passenger car, EURO-6ab","transport, passenger car, gasoline, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_ETOH_E10_ELD,Construction,"Passenger car, EURO-6ab","Passenger car, gasoline, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_ETOH_E10_LD,Operation,"transport, passenger car, EURO-6ab","transport, passenger car, gasoline, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_ETOH_E10_LD,Construction,"Passenger car, EURO-6ab","Passenger car, gasoline, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_ETOH_E10_MD,Operation,"transport, passenger car, EURO-6ab","transport, passenger car, gasoline, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_ETOH_E10_MD,Construction,"Passenger car, EURO-6ab","Passenger car, gasoline, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_ETOH_E10_SD,Construction,"Passenger car, EURO-6ab","Passenger car, gasoline, Medium, EURO-6ab","image, remind, message, tiam-ucl"
CAR_ETOH_E10_SD,Operation,"transport, passenger car, EURO-6ab","transport, passenger car, gasoline, Medium, EURO-6ab","image, remind, message, tiam-ucl"
